latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.600006,-9.0,84.0,0,Europe/London,GMT

time,temperature_2m (°C),relativehumidity_2m (%),surface_pressure (hPa),precipitation (mm),direct_radiation (W/m²),windspeed_10m (m/s),windgusts_10m (m/s)
2018-09-22T07:00,17.3,93,1013.4,0.00,4.0,4.28,6.60
2018-09-22T08:00,18.4,85,1013.8,0.00,57.0,4.08,6.60
2018-09-22T09:00,20.7,73,1013.8,0.00,258.0,3.85,6.70
2018-09-22T10:00,23.7,60,1014.2,0.00,421.0,3.83,6.60
2018-09-22T11:00,26.5,50,1014.1,0.00,551.0,3.77,6.90
2018-09-22T12:00,29.0,41,1013.7,0.00,661.0,3.91,7.30
2018-09-22T13:00,30.6,36,1013.4,0.00,681.0,4.33,7.60
2018-09-22T14:00,31.4,33,1013.0,0.00,659.0,4.90,8.20
2018-09-22T15:00,31.5,34,1012.6,0.00,543.0,5.82,9.20
2018-09-22T16:00,30.6,38,1012.5,0.00,426.0,6.53,10.10
2018-09-22T17:00,29.1,43,1012.5,0.00,267.0,6.48,10.40
2018-09-22T18:00,27.1,50,1012.6,0.00,98.0,6.51,10.20
2018-09-22T19:00,25.0,56,1012.8,0.00,6.0,6.56,10.30
2018-09-22T20:00,23.7,59,1013.1,0.00,0.0,6.53,10.20
2018-09-22T21:00,22.7,62,1013.6,0.00,0.0,6.41,10.20
2018-09-22T22:00,22.1,65,1013.9,0.00,0.0,5.70,9.70
2018-09-22T23:00,21.5,67,1014.2,0.00,0.0,5.61,9.30
2018-09-23T00:00,21.1,69,1014.0,0.00,0.0,5.51,8.90
2018-09-23T01:00,20.7,71,1013.9,0.00,0.0,5.41,8.60
2018-09-23T02:00,20.5,73,1013.1,0.00,0.0,5.41,8.50
2018-09-23T03:00,20.3,73,1012.8,0.00,0.0,5.51,8.60
2018-09-23T04:00,20.2,73,1012.8,0.00,0.0,5.52,8.70
2018-09-23T05:00,20.1,74,1013.0,0.00,0.0,5.61,8.90
2018-09-23T06:00,19.8,75,1013.0,0.00,0.0,5.61,9.10
2018-09-23T07:00,19.8,74,1013.4,0.00,6.0,5.61,8.70
2018-09-23T08:00,21.1,68,1014.1,0.00,103.0,5.42,8.80
2018-09-23T09:00,23.6,57,1014.2,0.00,247.0,5.25,8.60
2018-09-23T10:00,26.6,47,1014.5,0.00,427.0,5.08,8.40
2018-09-23T11:00,29.4,38,1014.2,0.00,565.0,4.90,8.20
2018-09-23T12:00,31.9,31,1013.9,0.00,653.0,5.05,8.60
2018-09-23T13:00,33.4,28,1013.4,0.00,676.0,5.40,9.50
2018-09-23T14:00,33.9,27,1012.8,0.00,652.0,6.03,10.50
2018-09-23T15:00,33.4,30,1012.6,0.00,562.0,6.79,11.60
2018-09-23T16:00,32.2,34,1012.3,0.00,432.0,7.41,12.20
2018-09-23T17:00,30.1,39,1012.3,0.00,266.0,7.60,12.60
2018-09-23T18:00,27.7,45,1012.6,0.00,100.0,7.76,12.80
2018-09-23T19:00,25.3,52,1012.5,0.00,5.0,7.94,12.60
2018-09-23T20:00,23.8,56,1012.7,0.00,0.0,8.21,12.80
2018-09-23T21:00,23.0,59,1013.1,0.00,0.0,7.80,13.00
2018-09-23T22:00,22.5,62,1013.2,0.00,0.0,7.11,12.30
2018-09-23T23:00,22.1,64,1013.4,0.00,0.0,6.62,11.20
2018-09-24T00:00,21.7,66,1013.0,0.00,0.0,6.13,10.20
2018-09-24T01:00,21.2,69,1012.8,0.00,0.0,5.71,9.40
2018-09-24T02:00,20.7,73,1012.3,0.00,0.0,5.41,8.90
2018-09-24T03:00,20.2,76,1012.0,0.00,0.0,5.01,8.40
2018-09-24T04:00,19.7,80,1011.8,0.00,0.0,4.62,7.70
2018-09-24T05:00,19.4,83,1011.8,0.00,0.0,4.32,7.00
2018-09-24T06:00,19.1,85,1011.7,0.00,0.0,4.11,6.70
2018-09-24T07:00,19.2,85,1012.2,0.00,6.0,4.30,6.30
2018-09-24T08:00,20.9,75,1012.5,0.00,101.0,4.10,6.60
2018-09-24T09:00,23.9,61,1012.6,0.00,269.0,3.81,6.40
2018-09-24T10:00,27.0,48,1013.0,0.00,435.0,3.34,6.00
2018-09-24T11:00,29.8,38,1012.6,0.00,568.0,3.26,5.70
2018-09-24T12:00,32.0,31,1012.3,0.00,655.0,3.21,5.90
2018-09-24T13:00,33.5,26,1011.5,0.00,686.0,3.41,6.20
2018-09-24T14:00,34.2,24,1011.0,0.00,656.0,4.00,6.60
2018-09-24T15:00,34.2,25,1010.3,0.00,569.0,4.74,7.40
2018-09-24T16:00,33.4,28,1010.0,0.00,434.0,5.19,8.10
2018-09-24T17:00,32.0,33,1009.9,0.00,267.0,5.15,8.30
2018-09-24T18:00,30.0,40,1010.0,0.00,98.0,5.39,7.80
2018-09-24T19:00,28.0,47,1010.0,0.00,5.0,5.69,8.50
2018-09-24T20:00,26.5,51,1010.2,0.00,0.0,5.84,8.80
2018-09-24T21:00,25.5,54,1010.3,0.00,0.0,5.82,8.90
2018-09-24T22:00,24.7,57,1010.7,0.00,0.0,5.61,9.00
2018-09-24T23:00,24.1,60,1010.7,0.00,0.0,5.30,8.80
2018-09-25T00:00,23.6,62,1010.4,0.00,0.0,5.10,8.50
2018-09-25T01:00,23.2,64,1010.2,0.00,0.0,4.81,7.90
2018-09-25T02:00,22.7,66,1009.8,0.00,0.0,4.40,7.30
2018-09-25T03:00,22.3,69,1009.8,0.00,0.0,3.91,6.80
2018-09-25T04:00,21.8,71,1009.5,0.00,0.0,3.54,6.30
2018-09-25T05:00,21.3,74,1009.6,0.00,0.0,3.42,5.70
2018-09-25T06:00,20.5,79,1009.6,0.00,0.0,3.32,4.90
2018-09-25T07:00,19.6,83,1010.2,0.00,5.0,3.23,5.10
2018-09-25T08:00,21.8,72,1010.7,0.00,100.0,2.70,5.10
2018-09-25T09:00,24.4,59,1011.1,0.00,268.0,2.00,4.40
2018-09-25T10:00,26.6,50,1011.3,0.00,431.0,1.49,4.00
2018-09-25T11:00,28.4,45,1011.3,0.00,566.0,0.94,3.90
2018-09-25T12:00,29.6,41,1011.4,0.00,651.0,1.32,4.00
2018-09-25T13:00,29.8,39,1010.9,0.00,675.0,1.92,5.00
2018-09-25T14:00,29.5,39,1010.4,0.00,626.0,2.28,5.70
2018-09-25T15:00,28.9,41,1010.0,0.00,531.0,2.38,5.80
2018-09-25T16:00,28.1,43,1009.9,0.00,358.0,2.33,5.70
2018-09-25T17:00,27.0,47,1009.7,0.00,242.0,2.11,5.40
2018-09-25T18:00,25.5,53,1009.9,0.00,80.0,1.90,4.80
2018-09-25T19:00,23.7,63,1010.4,0.00,3.0,1.92,3.60
2018-09-25T20:00,22.5,69,1010.6,0.00,0.0,1.78,3.60
2018-09-25T21:00,21.5,75,1011.2,0.00,0.0,1.35,3.40
2018-09-25T22:00,20.8,80,1011.6,0.00,0.0,0.71,3.10
2018-09-25T23:00,20.0,86,1011.8,0.00,0.0,0.50,2.50
2018-09-26T00:00,19.4,89,1011.8,0.00,0.0,0.36,2.10
2018-09-26T01:00,18.8,92,1011.8,0.00,0.0,1.06,2.20
2018-09-26T02:00,18.4,92,1011.4,0.00,0.0,1.20,2.60
2018-09-26T03:00,18.3,90,1011.2,0.00,0.0,1.49,3.00
2018-09-26T04:00,18.4,88,1011.3,0.00,0.0,1.92,3.60
2018-09-26T05:00,18.5,86,1011.6,0.00,0.0,2.00,3.90
2018-09-26T06:00,18.7,84,1012.0,0.00,0.0,2.00,4.00
2018-09-26T07:00,18.5,88,1012.8,0.00,4.0,1.91,3.70
2018-09-26T08:00,21.1,76,1013.1,0.00,88.0,2.27,4.00
2018-09-26T09:00,24.6,61,1013.9,0.00,249.0,2.42,4.40
2018-09-26T10:00,26.5,54,1014.4,0.00,412.0,3.20,5.80
2018-09-26T11:00,28.0,49,1014.2,0.00,555.0,3.47,6.30
2018-09-26T12:00,29.3,45,1014.1,0.00,638.0,3.13,6.20
2018-09-26T13:00,30.4,41,1013.9,0.00,666.0,2.45,5.90
2018-09-26T14:00,31.1,39,1013.3,0.00,631.0,1.65,5.10
2018-09-26T15:00,31.2,39,1012.7,0.00,543.0,1.75,5.40
2018-09-26T16:00,30.8,41,1013.0,0.00,409.0,2.77,5.30
2018-09-26T17:00,29.6,46,1012.7,0.00,192.0,3.19,5.40
2018-09-26T18:00,28.1,52,1013.3,0.00,68.0,3.24,4.80
2018-09-26T19:00,26.3,59,1014.0,0.00,3.0,3.70,5.40
2018-09-26T20:00,25.6,61,1014.6,0.00,0.0,3.61,5.80
2018-09-26T21:00,25.3,62,1015.7,0.00,0.0,3.28,5.60
2018-09-26T22:00,25.0,63,1016.0,0.00,0.0,2.84,5.00
2018-09-26T23:00,24.4,65,1016.1,0.00,0.0,2.45,4.30
2018-09-27T00:00,24.3,66,1016.3,0.00,0.0,2.93,3.60
2018-09-27T01:00,22.9,73,1016.3,0.00,0.0,3.50,4.00
2018-09-27T02:00,22.1,77,1015.6,0.00,0.0,2.44,4.30
2018-09-27T03:00,21.5,80,1015.2,0.00,0.0,1.88,4.00
2018-09-27T04:00,21.1,82,1015.6,0.00,0.0,2.15,3.30
2018-09-27T05:00,20.9,83,1015.7,0.00,0.0,2.34,3.10
2018-09-27T06:00,20.6,85,1016.0,0.00,0.0,2.66,3.10
2018-09-27T07:00,20.7,82,1016.6,0.00,4.0,3.10,4.50
2018-09-27T08:00,22.4,72,1017.1,0.00,86.0,3.18,5.20
2018-09-27T09:00,24.7,62,1017.3,0.00,231.0,3.13,5.60
2018-09-27T10:00,26.8,54,1017.8,0.00,370.0,3.21,5.50
2018-09-27T11:00,28.2,49,1017.4,0.00,487.0,2.72,5.00
2018-09-27T12:00,29.2,45,1016.9,0.00,593.0,1.84,4.20
2018-09-27T13:00,30.0,43,1016.0,0.00,564.0,0.36,3.50
2018-09-27T14:00,30.7,40,1015.2,0.00,531.0,1.70,4.70
2018-09-27T15:00,30.8,40,1014.8,0.00,445.0,3.61,6.40
2018-09-27T16:00,30.7,40,1014.4,0.00,387.0,5.39,7.50
2018-09-27T17:00,29.8,42,1014.1,0.00,227.0,5.78,8.70
2018-09-27T18:00,28.3,47,1014.1,0.00,75.0,5.72,9.30
2018-09-27T19:00,26.0,57,1014.4,0.00,2.0,5.71,9.30
2018-09-27T20:00,25.4,58,1014.3,0.00,0.0,6.01,9.40
2018-09-27T21:00,24.9,59,1014.7,0.00,0.0,6.00,9.60
2018-09-27T22:00,24.7,60,1014.6,0.00,0.0,5.49,9.30
2018-09-27T23:00,24.4,61,1014.3,0.00,0.0,5.20,8.80
2018-09-28T00:00,24.0,62,1014.0,0.00,0.0,4.95,8.40
2018-09-28T01:00,23.6,64,1013.5,0.00,0.0,4.93,8.30
2018-09-28T02:00,23.2,66,1012.8,0.00,0.0,5.02,8.30
2018-09-28T03:00,22.8,68,1012.4,0.00,0.0,5.04,8.60
2018-09-28T04:00,22.4,70,1012.1,0.00,0.0,5.15,8.60
2018-09-28T05:00,22.1,70,1012.1,0.00,0.0,5.15,8.60
2018-09-28T06:00,21.8,71,1012.0,0.00,0.0,5.25,8.60
2018-09-28T07:00,21.1,76,1012.4,0.00,3.0,5.26,8.10
2018-09-28T08:00,22.2,69,1012.7,0.00,85.0,5.12,8.30
2018-09-28T09:00,24.3,59,1012.7,0.00,246.0,4.92,8.40
2018-09-28T10:00,26.6,50,1012.7,0.00,409.0,3.85,8.30
2018-09-28T11:00,28.4,44,1012.2,0.00,540.0,3.14,8.50
2018-09-28T12:00,29.7,39,1011.7,0.00,622.0,3.00,8.50
2018-09-28T13:00,30.3,36,1010.9,0.00,611.0,3.93,8.80
2018-09-28T14:00,30.5,36,1010.0,0.00,502.0,5.25,9.40
2018-09-28T15:00,30.4,37,1009.7,0.00,510.0,6.42,10.50
2018-09-28T16:00,29.0,41,1009.5,0.00,291.0,7.13,11.30
2018-09-28T17:00,27.3,47,1009.5,0.00,152.0,7.52,11.60
2018-09-28T18:00,25.3,52,1009.2,0.00,56.0,7.67,11.60
2018-09-28T19:00,23.2,57,1009.4,0.00,2.0,7.60,12.50
2018-09-28T20:00,22.0,59,1009.5,0.00,0.0,7.55,12.10
2018-09-28T21:00,21.4,59,1009.5,0.00,0.0,7.22,12.00
2018-09-28T22:00,20.9,60,1009.7,0.00,0.0,6.72,11.50
2018-09-28T23:00,20.4,61,1009.7,0.00,0.0,6.32,11.10
2018-09-29T00:00,20.0,63,1009.6,0.00,0.0,6.21,10.50
2018-09-29T01:00,19.6,65,1009.4,0.00,0.0,6.00,9.90
2018-09-29T02:00,19.2,66,1008.9,0.00,0.0,5.70,9.40
2018-09-29T03:00,18.9,68,1008.3,0.00,0.0,5.20,8.80
2018-09-29T04:00,18.6,70,1008.0,0.00,0.0,4.90,8.20
2018-09-29T05:00,18.3,72,1008.1,0.00,0.0,4.83,7.70
2018-09-29T06:00,18.0,75,1008.2,0.00,0.0,4.75,7.50
2018-09-29T07:00,17.6,77,1008.7,0.00,3.0,4.79,7.50
2018-09-29T08:00,18.6,72,1009.0,0.00,88.0,4.67,7.70
2018-09-29T09:00,20.4,64,1009.1,0.00,242.0,4.55,7.90
2018-09-29T10:00,22.5,55,1009.0,0.00,415.0,4.56,7.80
2018-09-29T11:00,24.5,49,1009.0,0.00,526.0,4.66,7.70
2018-09-29T12:00,26.2,44,1008.6,0.00,626.0,4.88,8.00
2018-09-29T13:00,27.3,42,1007.8,0.00,650.0,5.22,8.60
2018-09-29T14:00,27.8,41,1007.5,0.00,605.0,5.46,9.40
2018-09-29T15:00,27.4,43,1007.2,0.00,534.0,5.64,9.80
2018-09-29T16:00,26.7,45,1007.2,0.00,385.0,5.86,9.90
2018-09-29T17:00,25.5,49,1007.2,0.00,232.0,5.95,9.90
2018-09-29T18:00,23.9,54,1007.5,0.00,72.0,6.04,9.80
2018-09-29T19:00,21.4,64,1007.6,0.00,1.0,5.95,10.00
2018-09-29T20:00,20.4,68,1008.1,0.00,0.0,5.55,9.70
2018-09-29T21:00,19.6,71,1008.3,0.00,0.0,5.16,9.00
2018-09-29T22:00,19.2,73,1008.5,0.00,0.0,4.87,8.30
2018-09-29T23:00,18.8,74,1008.5,0.00,0.0,4.56,7.50
2018-09-30T00:00,18.6,76,1008.5,0.00,0.0,4.34,6.90
2018-09-30T01:00,18.3,77,1008.5,0.00,0.0,4.08,6.40
2018-09-30T02:00,18.0,79,1008.2,0.00,0.0,4.05,6.00
2018-09-30T03:00,17.7,82,1008.2,0.00,0.0,3.96,6.10
2018-09-30T04:00,17.6,84,1008.4,0.00,0.0,4.08,6.40
2018-09-30T05:00,17.4,86,1008.4,0.00,0.0,4.20,6.50
2018-09-30T06:00,17.2,87,1008.7,0.00,0.0,4.03,6.50
2018-09-30T07:00,16.8,89,1009.2,0.00,2.0,3.91,6.40
2018-09-30T08:00,18.0,81,1009.8,0.00,82.0,3.70,6.50
2018-09-30T09:00,19.9,69,1010.2,0.00,241.0,3.40,6.30
2018-09-30T10:00,22.0,59,1010.6,0.00,409.0,2.16,5.90
2018-09-30T11:00,24.1,51,1010.5,0.00,542.0,2.44,5.40
2018-09-30T12:00,25.8,46,1010.5,0.00,626.0,3.28,5.20
2018-09-30T13:00,27.2,42,1010.1,0.00,655.0,4.02,5.80
2018-09-30T14:00,27.9,40,1009.8,0.00,621.0,4.77,6.80
2018-09-30T15:00,28.1,40,1009.7,0.00,533.0,5.22,7.90
2018-09-30T16:00,27.3,43,1009.6,0.00,398.0,5.64,9.00
2018-09-30T17:00,25.9,49,1009.6,0.00,232.0,5.95,9.90
2018-09-30T18:00,24.2,56,1010.0,0.00,73.0,5.79,10.20
2018-09-30T19:00,21.9,65,1010.3,0.00,1.0,6.02,9.70
2018-09-30T20:00,20.8,69,1010.7,0.00,0.0,5.71,9.80
2018-09-30T21:00,20.1,72,1011.2,0.00,0.0,5.28,9.00
2018-09-30T22:00,19.6,74,1011.3,0.00,0.0,4.55,8.30
2018-09-30T23:00,19.2,77,1011.4,0.00,0.0,4.36,7.70
2018-10-01T00:00,18.8,81,1011.1,0.00,0.0,4.34,7.40
2018-10-01T01:00,18.4,84,1011.3,0.00,0.0,4.14,6.90
2018-10-01T02:00,18.2,86,1010.8,0.00,0.0,3.85,6.40
2018-10-01T03:00,18.0,88,1010.4,0.00,0.0,3.69,6.00
2018-10-01T04:00,17.8,90,1010.3,0.00,0.0,3.52,5.80
2018-10-01T05:00,17.7,91,1010.2,0.00,0.0,3.64,5.70
2018-10-01T06:00,17.7,91,1010.5,0.00,0.0,4.00,5.80
2018-10-01T07:00,17.3,92,1011.1,0.00,2.0,4.24,6.80
2018-10-01T08:00,18.4,86,1011.6,0.00,75.0,4.10,7.00
2018-10-01T09:00,20.9,72,1011.8,0.00,238.0,4.00,7.10
2018-10-01T10:00,23.6,59,1011.9,0.00,416.0,3.40,7.10
2018-10-01T11:00,26.1,47,1011.5,0.00,550.0,3.77,7.10
2018-10-01T12:00,27.8,39,1011.2,0.00,639.0,4.49,7.20
2018-10-01T13:00,28.7,34,1010.7,0.00,667.0,4.87,7.80
2018-10-01T14:00,28.8,34,1010.4,0.00,637.0,5.39,9.00
2018-10-01T15:00,28.1,37,1010.0,0.00,548.0,5.64,10.00
2018-10-01T16:00,27.1,41,1009.6,0.00,411.0,5.82,10.20
2018-10-01T17:00,25.7,47,1009.7,0.00,241.0,5.86,10.10
2018-10-01T18:00,23.9,54,1009.6,0.00,76.0,5.48,9.60
2018-10-01T19:00,22.7,58,1009.8,0.00,1.0,5.19,8.60
2018-10-01T20:00,21.7,59,1010.0,0.00,0.0,4.98,8.00
2018-10-01T21:00,21.0,60,1010.5,0.00,0.0,4.64,7.70
2018-10-01T22:00,20.4,62,1010.7,0.00,0.0,3.86,7.10
2018-10-01T23:00,19.9,64,1010.8,0.00,0.0,3.54,6.40
2018-10-02T00:00,19.4,66,1010.5,0.00,0.0,3.21,5.70
2018-10-02T01:00,18.9,67,1010.3,0.00,0.0,2.91,5.40
2018-10-02T02:00,18.7,64,1010.0,0.00,0.0,2.62,5.20
2018-10-02T03:00,18.6,58,1009.9,0.00,0.0,2.47,5.10
2018-10-02T04:00,18.4,54,1009.6,0.00,0.0,2.34,5.00
2018-10-02T05:00,18.2,50,1009.9,0.00,0.0,2.55,5.30
2018-10-02T06:00,18.0,49,1009.9,0.00,0.0,2.92,5.60
2018-10-02T07:00,17.6,51,1010.7,0.00,2.0,3.41,5.40
2018-10-02T08:00,18.9,45,1010.8,0.00,67.0,4.16,6.60
2018-10-02T09:00,21.5,36,1011.8,0.00,217.0,4.59,7.70
2018-10-02T10:00,24.2,30,1012.0,0.00,385.0,4.59,8.40
2018-10-02T11:00,26.8,25,1011.9,0.00,531.0,4.20,8.10
2018-10-02T12:00,28.8,21,1011.2,0.00,626.0,3.54,7.30
2018-10-02T13:00,30.1,19,1011.1,0.00,670.0,2.69,6.20
2018-10-02T14:00,30.7,18,1010.6,0.00,631.0,1.70,5.00
2018-10-02T15:00,30.8,18,1010.2,0.00,522.0,1.04,4.50
2018-10-02T16:00,30.3,20,1010.3,0.00,364.0,1.70,3.90
2018-10-02T17:00,28.9,26,1010.3,0.00,222.0,2.82,4.40
2018-10-02T18:00,27.0,33,1010.6,0.00,63.0,2.91,4.70
2018-10-02T19:00,24.8,43,1010.9,0.00,1.0,2.97,4.60
2018-10-02T20:00,23.9,46,1011.3,0.00,0.0,2.88,4.60
2018-10-02T21:00,23.3,48,1011.5,0.00,0.0,2.94,4.50
2018-10-02T22:00,22.8,50,1011.9,0.00,0.0,2.79,4.40
2018-10-02T23:00,22.3,51,1012.0,0.00,0.0,2.66,4.40
2018-10-03T00:00,21.7,48,1011.8,0.00,0.0,2.58,4.30
2018-10-03T01:00,21.2,45,1011.8,0.00,0.0,2.69,4.30
2018-10-03T02:00,20.7,43,1011.8,0.00,0.0,2.83,4.50
2018-10-03T03:00,20.1,43,1011.7,0.00,0.0,2.91,4.70
2018-10-03T04:00,19.5,44,1011.7,0.00,0.0,2.82,4.70
2018-10-03T05:00,18.9,46,1011.8,0.00,0.0,2.84,4.90
2018-10-03T06:00,18.3,48,1011.8,0.00,0.0,2.86,4.90
2018-10-03T07:00,17.8,49,1012.3,0.00,3.0,2.89,5.00
2018-10-03T08:00,19.0,44,1012.7,0.00,88.0,3.26,5.40
2018-10-03T09:00,21.8,34,1013.0,0.00,257.0,3.11,5.60
2018-10-03T10:00,24.6,27,1013.5,0.00,425.0,3.01,5.70
2018-10-03T11:00,27.0,21,1013.5,0.00,560.0,2.92,5.80
2018-10-03T12:00,28.6,17,1013.2,0.00,646.0,2.28,5.40
2018-10-03T13:00,29.6,16,1012.7,0.00,673.0,1.20,4.60
2018-10-03T14:00,29.8,16,1012.2,0.00,639.0,0.86,3.80
2018-10-03T15:00,29.8,17,1011.6,0.00,547.0,2.10,4.40
2018-10-03T16:00,29.0,21,1011.5,0.00,406.0,3.32,6.20
2018-10-03T17:00,27.4,28,1011.5,0.00,233.0,3.71,7.00
2018-10-03T18:00,25.6,36,1011.7,0.00,69.0,3.55,6.90
2018-10-03T19:00,23.5,45,1011.8,0.00,1.0,3.64,5.90
2018-10-03T20:00,22.7,46,1012.0,0.00,0.0,3.76,6.00
2018-10-03T21:00,22.2,45,1011.9,0.00,0.0,3.86,6.10
2018-10-03T22:00,21.8,44,1011.9,0.00,0.0,2.96,6.20
2018-10-03T23:00,21.5,44,1012.2,0.00,0.0,2.63,6.10
2018-10-04T00:00,21.0,45,1011.8,0.00,0.0,2.24,5.80
2018-10-04T01:00,20.3,47,1011.5,0.00,0.0,2.06,5.40
2018-10-04T02:00,19.2,52,1011.1,0.00,0.0,2.18,4.90
2018-10-04T03:00,18.0,57,1010.6,0.00,0.0,2.34,4.50
2018-10-04T04:00,17.7,59,1010.3,0.00,0.0,2.42,4.20
2018-10-04T05:00,17.9,59,1010.3,0.00,0.0,2.51,4.10
2018-10-04T06:00,19.6,55,1010.3,0.00,0.0,2.59,4.00
2018-10-04T07:00,19.2,71,1010.8,0.00,2.0,2.38,4.20
2018-10-04T08:00,19.3,72,1011.0,0.00,85.0,2.42,4.00
2018-10-04T09:00,21.3,56,1011.3,0.00,253.0,2.02,4.10
2018-10-04T10:00,23.8,41,1011.7,0.00,420.0,0.85,4.00
2018-10-04T11:00,25.7,34,1011.3,0.00,554.0,0.28,3.80
2018-10-04T12:00,27.2,30,1010.8,0.00,638.0,0.71,3.50
2018-10-04T13:00,28.2,28,1010.5,0.00,663.0,1.75,3.80
2018-10-04T14:00,28.6,28,1010.0,0.00,628.0,2.66,5.00
2018-10-04T15:00,28.1,32,1009.6,0.00,535.0,3.35,6.30
2018-10-04T16:00,27.2,36,1009.7,0.00,395.0,3.74,6.90
2018-10-04T17:00,26.1,40,1009.2,0.00,226.0,3.69,6.90
2018-10-04T18:00,24.7,46,1009.3,0.00,65.0,3.47,6.50
2018-10-04T19:00,22.8,52,1009.2,0.00,0.0,3.41,5.80
2018-10-04T20:00,22.0,53,1009.4,0.00,0.0,3.58,5.70
2018-10-04T21:00,21.4,53,1009.6,0.00,0.0,3.67,5.80
2018-10-04T22:00,20.9,54,1009.9,0.00,0.0,3.28,5.80
2018-10-04T23:00,20.4,55,1009.6,0.00,0.0,3.01,5.70
2018-10-05T00:00,19.9,57,1009.3,0.00,0.0,2.80,5.50
2018-10-05T01:00,19.2,58,1009.1,0.00,0.0,2.50,5.00
2018-10-05T02:00,18.4,62,1008.5,0.00,0.0,2.42,4.60
2018-10-05T03:00,17.6,65,1007.8,0.00,0.0,2.32,4.30
2018-10-05T04:00,16.7,70,1007.8,0.00,0.0,2.42,4.10
2018-10-05T05:00,16.0,73,1007.7,0.00,0.0,2.42,4.10
2018-10-05T06:00,16.4,73,1007.8,0.00,0.0,2.41,4.20
2018-10-05T07:00,14.6,82,1008.1,0.00,2.0,2.63,4.80
2018-10-05T08:00,16.3,75,1008.5,0.00,81.0,2.82,4.80
2018-10-05T09:00,20.4,51,1008.7,0.00,247.0,2.55,4.90
2018-10-05T10:00,23.0,38,1008.7,0.00,413.0,1.70,4.60
2018-10-05T11:00,25.4,31,1008.1,0.00,545.0,1.50,4.20
2018-10-05T12:00,27.3,25,1007.6,0.00,628.0,1.20,3.80
2018-10-05T13:00,28.6,22,1007.1,0.00,651.0,0.80,3.60
2018-10-05T14:00,29.2,21,1006.7,0.00,618.0,1.17,3.60
2018-10-05T15:00,29.4,21,1006.2,0.00,527.0,1.98,3.80
2018-10-05T16:00,29.2,23,1006.1,0.00,387.0,3.08,4.80
2018-10-05T17:00,28.2,29,1006.0,0.00,219.0,3.94,6.30
2018-10-05T18:00,26.6,37,1005.8,0.00,61.0,4.24,7.00
2018-10-05T19:00,24.8,47,1006.1,0.00,0.0,4.42,6.90
2018-10-05T20:00,23.8,50,1006.3,0.00,0.0,4.50,6.90
2018-10-05T21:00,23.0,52,1006.5,0.00,0.0,4.36,6.90
2018-10-05T22:00,22.2,54,1007.2,0.00,0.0,3.45,6.60
2018-10-05T23:00,21.5,56,1007.0,0.00,0.0,2.79,6.00
2018-10-06T00:00,20.5,59,1006.9,0.00,0.0,2.56,5.20
2018-10-06T01:00,19.1,65,1007.1,0.00,0.0,2.62,4.60
2018-10-06T02:00,18.0,71,1006.9,0.00,0.0,2.75,4.20
2018-10-06T03:00,17.4,76,1006.7,0.00,0.0,3.01,4.20
2018-10-06T04:00,17.1,80,1006.8,0.00,0.0,3.18,4.60
2018-10-06T05:00,16.7,82,1006.9,0.00,0.0,2.95,4.80
2018-10-06T06:00,16.4,83,1007.4,0.00,0.0,3.18,5.00
2018-10-06T07:00,16.3,82,1008.0,0.00,2.0,3.58,5.50
2018-10-06T08:00,17.3,77,1008.8,0.00,78.0,4.18,6.70
2018-10-06T09:00,20.5,58,1009.2,0.00,238.0,4.49,7.40
2018-10-06T10:00,22.9,46,1009.8,0.00,400.0,3.72,7.50
2018-10-06T11:00,24.9,38,1009.3,0.00,530.0,3.29,7.00
2018-10-06T12:00,26.5,33,1009.1,0.00,612.0,3.91,6.70
2018-10-06T13:00,27.6,31,1008.5,0.00,638.0,5.10,7.90
2018-10-06T14:00,28.1,31,1008.5,0.00,601.0,5.80,9.40
2018-10-06T15:00,28.2,31,1008.1,0.00,511.0,6.12,11.20
2018-10-06T16:00,27.4,35,1008.4,0.00,373.0,7.17,12.70
2018-10-06T17:00,25.5,41,1008.5,0.00,208.0,7.95,13.30
2018-10-06T18:00,22.9,51,1009.1,0.00,56.0,8.21,13.60
2018-10-06T19:00,20.6,62,1009.9,0.00,0.0,8.30,13.80
2018-10-06T20:00,19.2,66,1010.3,0.00,0.0,8.22,13.60
2018-10-06T21:00,18.6,67,1011.0,0.00,0.0,7.82,13.50
2018-10-06T22:00,18.2,66,1011.4,0.00,0.0,8.10,12.80
2018-10-06T23:00,17.7,65,1011.5,0.00,0.0,8.10,12.50
2018-10-07T00:00,17.1,65,1011.2,0.00,0.0,8.00,12.40
2018-10-07T01:00,16.7,66,1011.1,0.00,0.0,7.60,12.30
2018-10-07T02:00,16.3,68,1010.8,0.00,0.0,7.20,11.90
2018-10-07T03:00,15.9,70,1010.5,0.00,0.0,7.10,11.60
2018-10-07T04:00,15.5,73,1010.3,0.00,0.0,6.80,11.40
2018-10-07T05:00,15.2,75,1010.0,0.00,0.0,6.30,11.00
2018-10-07T06:00,14.9,76,1010.1,0.00,0.0,5.91,10.10
2018-10-07T07:00,14.4,78,1010.3,0.00,1.0,5.61,9.40
2018-10-07T08:00,15.1,73,1011.0,0.00,76.0,5.60,9.00
2018-10-07T09:00,16.6,62,1011.1,0.00,238.0,5.45,9.40
2018-10-07T10:00,18.5,53,1011.3,0.00,403.0,4.36,9.30
